system,sid,user,intent_NLU,intent_ASU,intent_DAC,entities,sys_intent,system_utt,info
EXP-RANK,58102421,is there a cheap seafood restaurant,-,"('inform', 'inform')",SQ,"{'food': 'seafood', 'pricerange': 'cheap', 'name': 'The Sea Tree'}",inform,The Sea Tree is a cheap restaurant that serves seafood food. I still recommend the fish stew; & saute calamari with garlic & parsley. The others enjoyed the tuna burger & the freshly fried fish & chips. Its reasonably priced compared to Cambridge restaurants. You can type 'next option' or another query.,['I still recommend the fish stew; & saute calamari with garlic & parsley. The others enjoyed the tuna burger & the freshly fried fish & chips. Its reasonably priced compared to Cambridge restaurants. Plse note its a fish bar- fish & chips place. Service is quick. a good place to go if you want nice food & do not have much time.']
EXP-RANK,58102421,what is the address of the sea tree,-,"('inform', 'request')",IRq,"{'name': 'The Sea Tree', 'addr': '13-14 The Broadway Mill Road'}",answer,The address of The Sea Tree is 13-14 The Broadway Mill Road.,-
EXP-RANK,58102421,that will do.  thank you and goodbye,initialGoodbye,-,O,{},returnGoodbye,Have a nice day.,-
EXP-RANK,58102421,<hangup>,hangup,-,-,-,returnGoodbye,<hangup>,-
EXP-RANK,12742423,is there any romantic french bistro around town,-,inform,SQ,"{'food': 'french', 'name': 'Cote Brasserie - Cambridge'}",inform,Cote Brasserie - Cambridge is a restaurant that serves french food. One of the better French restaurants in Cambridge. You can type 'next option' or another query.,['One of the better French restaurants in Cambridge.']
EXP-RANK,12742423,is it romantic,-,-,IRq,{},autoNegative,"Sorry, I don't know how to answer this question.",-
EXP-RANK,12742423,what is on their menu,-,request,IRq,"{'name': 'Cote Brasserie - Cambridge', 'food': 'French and European'}",answer,Cote Brasserie - Cambridge is a restaurant serving French and European food.,-
EXP-RANK,12742423,how about the price range,-,request,SQ,"{'name': 'Cote Brasserie - Cambridge', 'pricerange': 'expensive'}",answer,Cote Brasserie - Cambridge is a restaurant that is expensive.,-
EXP-RANK,12742423,does it has dress code,-,request,IRq,"{'name': 'Cote Brasserie - Cambridge', 'postcode': 'C. B. 2, 1. U. F'}",answer,"The post code of Cote Brasserie - Cambridge is C. B. 2, 1. U. F.",-
EXP-RANK,12742423,do they serve southern french cuisine,-,request,IRq,"{'name': 'Cote Brasserie - Cambridge', 'food': 'French and European'}",answer,Cote Brasserie - Cambridge is a restaurant that serves French and European food.,-
EXP-RANK,12742423,any other suggestions other then this one,-,-,O,{},autoNegative,"Sorry, I only know about restaurants.",-
EXP-RANK,12742423,any other french restaurants in town,-,inform,SQ,"{'food': 'french', 'name': 'Cafe Rouge Cambridge'}",inform,Cafe Rouge Cambridge is a restaurant that serves french food. a 'casual' french restaurant/cafe.... You can type 'next option' or another query.,"[""a 'casual' french restaurant/cafe....""]"
EXP-RANK,12742423,next option,next,-,O,"{'food': 'french', 'name': 'Cote Brasserie - Cambridge'}",inform,Cote Brasserie - Cambridge is a restaurant serving french food. One of the better French restaurants in Cambridge.,['One of the better French restaurants in Cambridge.']
EXP-RANK,12742423,any french bakery,-,inform,SQ,"{'food': 'french', 'name': 'Cote Brasserie - Cambridge'}",inform,Cote Brasserie - Cambridge is a restaurant that serves french food. Decent french food in Cambridge by the punting. You can type 'next option' or another query.,['Decent french food in Cambridge by the punting.']
EXP-RANK,12742423,next option,next,-,O,"{'food': 'french', 'name': 'Cafe Rouge Cambridge'}",inform,Cafe Rouge Cambridge is a restaurant serving french food. a 'casual' french restaurant/cafe....,"[""a 'casual' french restaurant/cafe....""]"
EXP-RANK,12742423,what is the address of cafe rouge,-,request,IRq,"{'name': 'Cafe Rouge Cambridge', 'addr': '24-26 Bridge Street'}",answer,The address of Cafe Rouge Cambridge is 24-26 Bridge Street.,-
EXP-RANK,12742423,<hangup>,hangup,-,-,-,answer,<hangup>,-
EXP-RANK,22922427,going to dinner with my boss. would like somewhere not too expensive but somewhere somewhat quiet,-,inform,SQ,"{'pricerange': 'expensive', 'name': 'The Olive Grove'}",inform,"The Olive Grove is a restaurant that is in the expensive price range. First, dining alone when on a business trip can be a lonely experience - the wait staff were great at knowing when to stay and chat a few minutes and when I was working, much appreciated. You can type 'next option' or another query.","['First, dining alone when on a business trip can be a lonely experience - the wait staff were great at knowing when to stay and chat a few minutes and when I was working, much appreciated.']"
EXP-RANK,22922427,next option,next,-,O,{'name': 'Cote Brasserie - Cambridge'},inform,"How about Cote Brasserie - Cambridge? We met friends here for lunch. The choice was theirs; I often prefer not to use a national chain restaurant preferring independents, but on this occasion I was not disappointed.","['We met friends here for lunch. The choice was theirs; I often prefer not to use a national chain restaurant preferring independents, but on this occasion I was not disappointed.']"
EXP-RANK,22922427,get address,-,request,IRq,"{'name': 'Cote Brasserie - Cambridge', 'addr': '21-24 Bridge Street'}",answer,The address of Cote Brasserie - Cambridge is 21-24 Bridge Street.,-
EXP-RANK,22922427,next option,next,-,O,"{'pricerange': 'expensive', 'name': 'The Old Bicycle Shop'}",inform,"The Old Bicycle Shop is a restaurant that is expensive. We'd been advised to eat here by work colleagues and were not disappointed. Ok, it's not the cheapest place to eat but if you want to sit somewhere with character while you eat and enjoy wonderful food you'll be happy here.","[""We'd been advised to eat here by work colleagues and were not disappointed. Ok, it's not the cheapest place to eat but if you want to sit somewhere with character while you eat and enjoy wonderful food you'll be happy here. I don't particularly like""]"
EXP-RANK,22922427,next option,next,-,O,"{'pricerange': 'expensive', 'name': 'River Bar Steakhouse & Grill'}",inform,River Bar Steakhouse & Grill is a restaurant that is in the expensive price range. I am not a great lover of these sites as many people who do not have the best of experiences end up ranting and threatening establishments far and wide..... however I wanted to add a review to congratulate the River Bar Steakhouse.,['I am not a great lover of these sites as many people who do not have the best of experiences end up ranting and threatening establishments far and wide..... however I wanted to add a review to congratulate the River Bar Steakhouse. I was looking for a smart but relaxing restaurant to take a friend out for dinner and was not disappointed.']
EXP-RANK,22922427,cheap,-,inform,SQ,"{'pricerange': 'cheap', 'name': 'Il Panzarotto'}",inform,Il Panzarotto is a restaurant in the cheap price range. cheap. You can type 'next option' or another query.,['cheap']
EXP-RANK,22922427,next option,next,-,O,{'name': 'Wagamama'},inform,How about Wagamama? cheap.,['cheap']
EXP-RANK,22922427,quiet,-,-,O,{},autoNegative,"Sorry, I only know about restaurants.",-
EXP-RANK,22922427,boss,-,-,O,{},autoNegative,"Sorry, I only know about restaurants.",-
EXP-RANK,22922427,start over,reset,-,O,-,{},Let's start over! What type of restaurant are you looking for?,-
EXP-RANK,22922427,middle price range,-,"('inform', 'inform')",SQ,"{'pricerange': 'moderate', 'area': 'centre', 'name': 'Unique Grilled'}",inform,Unique Grilled is a moderate restaurant in the centre area. resonable price and mid range price. You can type 'next option' or another query.,['resonable price and mid range price']
EXP-RANK,22922427,going with my boss for a work meeting,-,-,SQ,"{'pricerange': 'moderate', 'area': 'centre', 'name': 'Revolution'}",inform,Revolution is a moderate restaurant in the centre area. This week I was working in Cambridge which happened to be the same time as the family was also visiting the area. Decided to meet up for lunch during a lunch hour so needed something quick. You can type 'next option' or another query.,['This week I was working in Cambridge which happened to be the same time as the family was also visiting the area. Decided to meet up for lunch during a lunch hour so needed something quick.']
EXP-RANK,22922427,next option,next,-,O,"{'pricerange': 'moderate', 'area': 'centre', 'name': 'Loch Fyne'}",inform,Loch Fyne is a moderate restaurant in the centre area. Came here to catch up with a colleague and revisit uni days. When I walked in I was warmly greeted by Shapla and shown to a table. Was given the perfect balance between attentiveness and privacy for my discussions with my colleague.,['Came here to catch up with a colleague and revisit uni days. When I walked in I was warmly greeted by Shapla and shown to a table. Was given the perfect balance between attentiveness and privacy for my discussions with my colleague. Overall great experience mainly because of the staff.']
EXP-RANK,22922427,address,-,request,IRq,"{'name': 'Loch Fyne', 'addr': '37 Trumpington Street'}",answer,The address of Loch Fyne is 37 Trumpington Street.,-
EXP-RANK,22922427,<hangup>,hangup,-,-,-,answer,<hangup>,-
EXP-RANK,29052428,i'm looking for really good pizza,-,-,SQ,{'name': 'Franco Manca Cambridge'},inform,I would suggest Franco Manca Cambridge. We went there to try the pizza. You can type 'next option' or another query.,['We went there to try the pizza.']
EXP-RANK,29052428,how expensive is it,-,request,IRq,"{'name': 'Franco Manca Cambridge', 'pricerange': 'expensive'}",answer,Franco Manca Cambridge is a restaurant in the expensive price range.,-
EXP-RANK,29052428,where is it located,-,request,IRq,"{'name': 'Franco Manca Cambridge', 'addr': '15 Market Hill'}",answer,The address of Franco Manca Cambridge is 15 Market Hill.,-
EXP-RANK,29052428,what part of town is that in,-,request,IRq,"{'name': 'Franco Manca Cambridge', 'area': 'centre'}",answer,Franco Manca Cambridge is a restaurant that is in the centre area.,-
EXP-RANK,29052428,next option,next,-,O,"{'name': ""Charlie's Coffee Company & Pizzeria""}",inform,How about Charlie's Coffee Company & Pizzeria? Really good pizza.,['Really good pizza.']
EXP-RANK,29052428,what part of town is it in,-,request,IRq,"{'name': ""Charlie's Coffee Company & Pizzeria"", 'area': 'centre'}",answer,Charlie's Coffee Company & Pizzeria is a restaurant that is in the centre area.,-
EXP-RANK,29052428,is there an expensive pizza restaurant on the north side of town,-,"('inform', 'inform')",SQ,"{'area': 'north', 'name': 'Midsummer House'}",inform,"Midsummer House is a restaurant that is in the north area. This restaurant is truly exceptional - it is very expensive though and is a once in 10 year experience unless you are seriously rich! Nevertheless it is really lovely, unusual and exciting food combinations, different wines selected for each course a truly memorable experience. You can type 'next option' or another query.","['This restaurant is truly exceptional - it is very expensive though and is a once in 10 year experience unless you are seriously rich! Nevertheless it is really lovely, unusual and exciting food combinations, different wines selected for each course a truly memorable experience.']"
EXP-RANK,29052428,what type of food does it serve,-,request,IRq,"{'name': 'Midsummer House', 'food': 'French, European and British'}",answer,"Midsummer House is a restaurant serving French, European and British food.",-
EXP-RANK,29052428,i want pizza in the north part of town in the expensive price range,-,"('inform', 'inform')",SQ,"{'area': 'north', 'name': 'Midsummer House'}",inform,"Midsummer House is a restaurant in the north area. We went for our anniversary dinner and had the taster menu. Although it was the most expensive meal I've ever paid for, it was worth it. Really tasty and different. You can type 'next option' or another query.","[""We went for our anniversary dinner and had the taster menu. Although it was the most expensive meal I've ever paid for, it was worth it. Really tasty and different.""]"
EXP-RANK,29052428,italian in the north part of town,-,"('inform', 'inform')",SQ,"{'food': 'italian', 'area': 'north', 'name': 'none'}",inform,There are no restaurants in the north area that serve italian food.,-
EXP-RANK,29052428,"alright, give me the address of franco manca cambridge",-,request,IRq,"{'name': 'Franco Manca Cambridge', 'addr': '15 Market Hill'}",answer,The address of Franco Manca Cambridge is 15 Market Hill.,-
